"CustomerID","Recency","Frequency","Monetary","Cluster"
13339,0,1,860.12,"2"
13340,231.066666666667,7,10736.48,"4"
13341,0,1,775.85,"2"
13343,0,1,353.43,"2"
13344,209.970138888889,3,2511.69,"4"
13345,0,1,389.5,"2"
13347,0,1,341.36,"2"
13348,0,1,233.76,"2"
13349,0,1,247.32,"2"
13350,63.125,2,979.12,"2"
13351,0,1,373.94,"2"
13352,0,1,397.98,"2"
13354,0,1,743.53,"2"
13355,0,1,674.7,"2"
13356,0,1,768.24,"2"
13357,0,1,609.4,"2"
13358,0,1,439.03,"2"
13359,0,1,439.56,"2"
13362,278.130555555556,4,3090.74,"4"
13363,26.0791666666667,2,992.5,"2"
13364,0,1,134.96,"2"
13365,184.025,2,2225.37,"4"
13366,0,1,56.16,"2"
13368,80.89375,2,623.4,"2"
13369,0,1,308.28,"2"
13370,0,1,754.87,"2"
13372,0,1,378.64,"2"
13373,215.844444444444,3,3312.25,"4"
13375,0,1,778.65,"2"
13376,135.134027777778,3,1019.76,"2"
13379,110.054861111111,3,572.56,"2"
13381,267.075,6,3639.31,"4"
13382,0,1,222.99,"2"
13384,147.928472222222,7,4151.93,"4"
13385,0,1,534.57,"2"
13388,0,2,677.1,"2"
13389,221.075694444444,3,797.96,"4"
13390,0,1,544.08,"2"
13391,0,1,59.8,"2"
13394,308.039583333333,8,2520.02,"4"
13395,0,1,307.72,"2"
13396,290.140277777778,2,1360.99,"4"
13397,266.879166666667,5,1544.13,"4"
13398,0,1,457.34,"2"
13402,244.94375,2,621.23,"4"
13403,0,1,75,"2"
13404,211.152777777778,2,252.49,"4"
13405,243.315277777778,3,572.451,"4"
13408,371.934722222222,62,28117.04,"1"
13410,267.038194444444,5,1003.06,"4"
13411,0,1,213.55,"2"
13414,162.980555555556,3,1390.5,"4"
13416,37.7590277777778,2,712.5,"2"
13417,200.682638888889,2,640.83,"4"
13418,360.984722222222,18,6127.43,"1"
13419,0,1,221.06,"2"
13420,20.8840277777778,2,159.85,"2"
13421,249.940972222222,2,1833.71,"4"
13422,0,1,2626.3,"2"
13425,186.360416666667,3,1624.21,"4"
13426,358.844444444444,10,3641.32,"4"
13427,195.877777777778,3,582.6,"4"
13428,0,1,201.78,"2"
13429,64.7159722222222,4,1006.8,"2"
13430,67.7451388888889,2,679.45,"2"
13431,21.1,2,1269.1,"2"
13434,22.1631944444444,2,534.24,"2"
13435,183.901388888889,7,3809.89,"4"
13436,0,1,196.89,"2"
13437,175.979166666667,7,3408.06,"4"
13439,0,1,283.71,"2"
13441,0,1,296.64,"2"
13447,12.1444444444444,3,1129.14,"2"
13448,357.070138888889,6,3534.69,"4"
13449,0,1,291.88,"2"
13450,191.670833333333,6,2043.72,"4"
13451,308.015972222222,5,2898.26,"4"
13452,11.1118055555556,2,590,"2"
13453,123.993055555556,2,356.98,"2"
13455,341.923611111111,2,1058.34,"4"
13456,189.738888888889,6,1766.72,"4"
13458,352.141666666667,14,9646.57,"1"
13460,20.3104166666667,2,183.44,"2"
13461,124.943055555556,3,1445,"2"
13462,0,1,151.5,"2"
13464,0,1,674.68,"2"
13466,0,1,307.9,"2"
13467,25.7118055555556,2,1071.91,"2"
13468,371.813194444444,37,5704.97,"1"
13470,15.9104166666667,2,165,"2"
13471,46.1069444444444,4,2501.84,"2"
13473,272.107638888889,2,422.64,"4"
13474,0,1,226.84,"2"
13475,107.052777777778,4,1431.78,"2"
13476,102.886805555556,2,1238.47,"2"
13477,253.982638888889,6,1454.58,"4"
13479,33.9708333333333,2,300.95,"2"
13481,211,5,1804.56,"4"
13482,0,1,184.64,"2"
13483,0,1,140.34,"2"
13484,0,1,313.8,"2"
13485,0,1,454.24,"2"
13486,76.8291666666667,3,1122.41,"2"
13487,295.884027777778,3,575.4,"4"
13488,350.069444444444,13,8968.31,"4"
13489,189.106944444444,4,449.52,"4"
13491,320.751388888889,10,1215.82,"4"
13492,78.1798611111111,3,1269.84,"2"
13493,11.9534722222222,2,618.63,"2"
13494,0,1,316.26,"2"
13495,360.838194444444,5,2044.87,"4"
13496,349.028472222222,2,653.33,"4"
13497,85.89375,2,348.05,"2"
13499,252.103472222222,5,1159.11,"4"
13500,99.1354166666667,3,1166.77,"2"
13501,0,1,1340.32,"2"
13502,307.066666666667,3,292,"4"
13503,0,1,216.85,"2"
13504,0,1,295.93,"2"
13505,159.992361111111,4,4393.63,"4"
13506,53.0680555555556,2,458.52,"2"
13507,142.057638888889,4,2479.16,"4"
13508,0,1,110.97,"2"
13509,275.863194444444,7,979.72,"4"
13510,182.176388888889,4,1791.56,"4"
13512,0,1,251.21,"2"
13513,0,1,205.1,"2"
13514,0,1,152.2,"2"
13515,175.036805555556,4,891.12,"4"
13516,217.089583333333,3,1389.41,"4"
13517,120.124305555556,3,2128.42,"2"
13518,0,1,627.16,"2"
13519,0,1,122.75,"2"
13520,312.988888888889,6,3624.35,"4"
13521,8.94513888888889,3,1071.73,"2"
13522,0,1,125.8,"2"
13523,333.034027777778,5,3964.88,"4"
13524,179.005555555556,5,680.18,"4"
13525,233.850694444444,2,628.78,"4"
13527,293.032638888889,7,2242.36,"4"
13529,125.892361111111,2,307.76,"2"
13531,161.078472222222,2,483.8,"4"
13532,0,1,210.31,"2"
13533,84.9631944444444,3,269.09,"2"
13534,355.978472222222,25,5870.08,"1"
13536,74.1305555555556,7,3444.39,"2"
13538,272.245833333333,7,1280.85,"4"
13539,223.788194444444,3,631.34,"4"
13544,200.991666666667,2,276.06,"4"
13546,188.108333333333,3,621.09,"4"
13548,147.135416666667,2,678.16,"2"
13549,216.818055555556,7,918.2,"4"
13551,0,1,91.8,"2"
13552,249.214583333333,12,3740.07,"4"
13555,128.0625,4,4098.88,"2"
13557,252.131944444444,2,584.06,"4"
13558,62.9326388888889,4,594.52,"2"
13560,0,1,171.42,"2"
13561,0,1,141.86,"2"
13562,163.922916666667,3,1799.33,"4"
13563,55.8916666666667,2,777.53,"2"
13564,223.879861111111,3,1724.67,"4"
13565,315.003472222222,2,240.22,"4"
13566,41.9715277777778,2,856.84,"2"
13568,0,1,187.05,"2"
13569,350.026388888889,2,338.62,"4"
13570,0,1,239.49,"2"
13571,240.919444444444,12,2088.94,"4"
13572,0,1,1384.25,"2"
13573,202.990277777778,2,290.25,"4"
13575,152.951388888889,5,732.07,"4"
13576,362.923611111111,18,6717.34,"1"
13577,216.198611111111,4,1687.6,"4"
13579,354.688194444444,2,467.04,"4"
13581,0,1,118,"2"
13583,0,1,781.03,"2"
13584,0,1,142.4,"2"
13587,0,1,712.4,"2"
13588,239.784027777778,9,2478.95,"4"
13589,164.976388888889,2,379.65,"4"
13590,291.978472222222,6,1981.92,"4"
13591,202.005555555556,3,1117.13,"4"
13592,228.825,4,247.96,"4"
13593,227.877083333333,5,2011.88,"4"
13594,0,1,396.97,"2"
13596,7.00277777777778,2,664.11,"2"
13598,0,1,160.04,"2"
13599,365.249305555556,21,5149.92,"1"
13600,0,1,219.52,"2"
13601,166.027083333333,2,693.32,"4"
13602,0,1,428.89,"2"
13603,0,1,164.34,"2"
13606,282.252777777778,3,276.75,"4"
13607,0,1,675.51,"2"
13610,273.0375,7,1082.33,"4"
13611,270.180555555556,3,1154.4,"4"
13614,306.090277777778,4,1585.46,"4"
13615,0,1,417.69,"2"
13617,140.038194444444,3,544.18,"2"
13618,0,1,177.34,"2"
13621,0,1,213.85,"2"
13623,266.952777777778,5,727.74,"4"
13626,0,1,257.23,"2"
13627,298.186111111111,5,1638.47,"4"
13629,315.05,11,7792.36,"4"
13630,280.102083333333,7,2031.78,"4"
13631,167.697222222222,11,3070.42,"4"
13632,218.822222222222,5,2118.93,"4"
13634,293.923611111111,5,1547.36,"4"
13635,0,1,1071.03,"2"
13636,248.834027777778,5,949.12,"4"
13637,174.018055555556,3,804.3,"4"
13638,0,1,122.64,"2"
13639,0,1,1033.34,"2"
13642,0,1,312.28,"2"
13643,154.164583333333,3,519.44,"4"
13644,89.0930555555556,4,2624.26,"2"
13645,0,1,252.1,"2"
13647,225.090972222222,4,1648.12,"4"
13649,109.878472222222,2,346.6,"2"
13650,250.989583333333,6,1836.34,"4"
13651,4.11666666666667,2,94.2,"2"
13652,322.979166666667,3,1095.08,"4"
13654,230.145833333333,6,2707.33,"4"
13655,127.188888888889,2,932.97,"2"
13656,172.784027777778,2,379.65,"4"
13657,190.997916666667,2,382.14,"4"
13658,194.706944444444,5,2639.17,"4"
13659,115.020138888889,2,1563,"2"
13662,173.945138888889,3,881.26,"4"
13663,0,1,189.47,"2"
13666,227.106944444444,3,84.65,"4"
13667,0,1,299.05,"2"
13668,359.983333333333,21,6309.83,"1"
13669,98.9083333333333,2,218.55,"2"
13670,0,1,349.7,"2"
13672,30.9993055555556,2,186.39,"2"
13673,13.8548611111111,2,387.44,"2"
13675,133.029861111111,2,486.82,"2"
13678,0,1,232.6,"2"
13680,337.982638888889,4,3719.12,"4"
13681,137.827777777778,4,827.83,"2"
13682,0,1,59.5,"2"
13684,0,1,65.13,"2"
13685,57.9458333333333,7,3119.44,"2"
13686,0,1,72,"2"
13689,0,1,910,"2"
13690,0,1,172.25,"2"
13692,211.930555555556,3,1488.32,"4"
13694,369.888888888889,50,65039.62,"1"
13695,228.121527777778,15,2504.13,"4"
13697,0,1,151.3,"2"
13699,0,1,308.58,"2"
13700,300.9875,10,2248.63,"4"
13703,0,1,99.5,"2"
13704,83.0229166666667,9,2308.06,"2"
13705,366.085416666667,3,711.86,"4"
13706,0,1,330.79,"2"
13707,48.1916666666667,2,806.41,"2"
13708,0,1,285.33,"2"
13709,311.813194444444,13,6307.65,"4"
13710,0,1,180.48,"2"
13711,0.00138888888888889,2,252.06,"2"
13712,0,1,228.84,"2"
13715,91.4368055555556,5,1077.39,"2"
13716,0,1,138.28,"2"
13717,266.036111111111,6,1445.01,"4"
13718,49.0597222222222,2,306.55,"2"
13719,219.0625,5,1041.68,"4"
13720,138.145138888889,4,799.9,"2"
13721,0,1,524.14,"2"
13722,151.042361111111,3,2375.41,"4"
13723,0,1,199.85,"2"
13725,258.90625,8,1980.56,"4"
13726,61.9881944444444,2,1079.66,"2"
13727,4.89583333333333,2,333.48,"2"
13728,273.944444444444,6,1016.14,"4"
13730,25.825,2,752.6,"2"
13731,27.1826388888889,2,610.59,"2"
13732,0,1,491.86,"2"
13735,209.892361111111,4,2883.54,"4"
13736,255.09375,2,729.8,"4"
13737,0,1,339.6,"2"
13739,0,1,216.9,"2"
13740,0,1,350.75,"2"
13741,145.816666666667,3,668.43,"2"
13742,303.838888888889,12,3107.87,"4"
13743,256.807638888889,7,1341.6,"4"
13744,197.049305555556,2,1080.52,"4"
13745,0,1,300.04,"2"
13747,0,1,79.6,"2"
13748,278.03125,5,948.25,"4"
13750,283.01875,5,1647.26,"4"
13751,0,1,296.25,"2"
13752,122.091666666667,6,1175.38,"2"
13753,0,1,741.26,"2"
13754,165.870138888889,2,282.6,"4"
13755,59.8618055555556,9,2108.06,"2"
13756,365.210416666667,14,5189.52,"4"
13758,361.960416666667,7,3190.55,"4"
13759,37.9631944444444,2,659.41,"2"
13760,202.139583333333,2,286.79,"4"
13761,129.220833333333,2,1070.65,"2"
13762,0,1,306.72,"2"
13763,0,1,1714.96,"2"
13764,266.881944444444,3,1519.42,"4"
13767,371.175694444444,37,17220.36,"1"
13769,365.069444444444,10,2796.51,"4"
13771,182.938194444444,4,2634.45,"4"
13772,205.966666666667,3,1122.63,"4"
13774,0,1,345,"2"
13777,372.85,33,25977.16,"1"
13778,0,1,178.7,"2"
13780,163.0875,2,360.01,"4"
13781,0,1,127.84,"2"
13782,315.031944444444,6,908.86,"4"
13784,322.788194444444,11,2462.79,"4"
13786,0,1,230.4,"2"
13787,288.889583333333,2,309.04,"4"
13790,0,1,348.8,"2"
13791,40.7958333333333,2,1516,"2"
13792,221.019444444444,2,195.55,"4"
13798,370.935416666667,57,37153.85,"1"
13799,177.909027777778,2,688.86,"4"
13800,0,1,558.32,"2"
13801,0,1,324.8,"2"
13802,172.952083333333,3,4599.42,"4"
13803,0,1,277.07,"2"
13804,259.140972222222,7,2588.39,"4"
13805,76.9729166666667,2,924.6,"2"
13806,0,1,256.38,"2"
13807,0,1,112.6,"2"
13808,91.0076388888889,5,1747.66,"2"
13809,0,1,155.05,"2"
13810,27.8166666666667,3,1499.01,"2"
13811,55.6347222222222,3,814.5,"2"
13812,63.0645833333333,3,539,"2"
13813,95.0034722222222,4,1366.86,"2"
13814,44.9958333333333,2,1579.12,"2"
13815,296.085416666667,4,4027.36,"4"
13816,40.7506944444444,2,571.67,"2"
13817,322.252083333333,2,382.98,"4"
13819,18,3,1140.35,"2"
13821,116.929861111111,2,385.64,"2"
13822,34.8458333333333,2,632,"2"
13823,72.9861111111111,2,957.66,"2"
13824,277.981944444444,5,1698.94,"4"
13826,0,1,189.5,"2"
13827,85.875,3,409.8,"2"
13828,0,1,209.49,"2"
13831,353.144444444444,6,2198.45,"4"
13832,0,1,52.2,"2"
13833,0,1,383.85,"2"
13835,190.010416666667,4,834.57,"4"
13837,105.996527777778,2,266.59,"2"
13838,364.010416666667,4,674.82,"4"
13841,0,1,85,"2"
13842,308.008333333333,9,3385.62,"4"
13844,0,1,361.62,"2"
13845,0,1,312.98,"2"
13846,335.833333333333,3,865.06,"4"
13848,273.908333333333,3,1255,"4"
13849,119.033333333333,2,1537.95,"2"
13850,0,1,1595.48,"2"
13851,192.804166666667,3,2651.46,"4"
13853,0,1,1090.14,"2"
13854,356.929166666667,25,8109.52,"1"
13856,34.8680555555556,3,388.5,"2"
13858,0,1,216.17,"2"
13859,0,1,201.16,"2"
13860,85.1458333333333,5,1245.9,"2"
13862,314.049305555556,8,2209.36,"4"
13863,0,1,305.78,"2"
13865,231.060416666667,4,501.56,"4"
13866,0,1,145.67,"2"
13867,186.930555555556,3,1005.09,"4"
13868,31.1576388888889,2,3192.54,"2"
13869,233.94375,4,3083.65,"4"
13870,285.176388888889,8,2770.94,"4"
13871,286.054861111111,13,6403.25,"4"
13873,190.021527777778,3,389.6,"4"
13874,0,1,540.45,"2"
13875,247.747916666667,5,1786.79,"4"
13876,0,1,122.7,"2"
13877,0,1,117.24,"2"
13878,0,1,1271.57,"2"
13880,345.988888888889,13,3219.77,"4"
13881,308.108333333333,20,17159.52,"1"
13882,61.825,5,1191.13,"2"
13883,242.727777777778,5,2674.48,"4"
13884,276.118055555556,5,787.6,"4"
13885,11.2604166666667,2,506.8,"2"
13886,0,1,243.56,"2"
13887,0,1,349.55,"2"
13888,98.8138888888889,2,595.67,"2"
13889,0,1,416.9,"2"
13890,357.253472222222,10,1883.81,"4"
13892,219.990277777778,4,632.97,"4"
13893,0,1,821.1,"2"
13894,286.868055555556,3,564.62,"4"
13895,136.277777777778,4,2593.07,"2"
13897,0,1,311.16,"2"
13898,0,1,155.93,"2"
13899,258.173611111111,2,388.52,"4"
13900,79.3840277777778,3,740.95,"2"
13901,246.240972222222,5,2867.2,"4"
13904,257.099305555556,2,332.64,"4"
13908,196.989583333333,4,2369.55,"4"
13911,251.039583333333,9,2580.91,"4"
13914,24.7548611111111,2,626.45,"2"
13917,141.881944444444,2,272.04,"2"
13918,203.763888888889,2,1212.84,"4"
13919,62.1729166666667,2,384.81,"2"
13922,0,1,172.25,"2"
13923,0,1,351.13,"2"
13924,70.7722222222222,6,1838.85,"2"
13925,42.0263888888889,4,678.25,"2"
13926,0,1,223.85,"2"
13927,0,1,348.99,"2"
13928,122.773611111111,4,464.57,"2"
13929,157.010416666667,2,842.65,"4"
13930,78.9479166666667,2,337.34,"2"
13931,185.061805555556,2,1237.53,"4"
13932,0,1,307.4,"2"
13933,39.0194444444444,2,608.79,"2"
13934,0,1,922.1,"2"
13936,0,1,376.58,"2"
13937,0,1,158.85,"2"
13938,0,1,71.66,"2"
13939,288.085416666667,3,568.55,"4"
13940,126.965277777778,4,839.14,"2"
13941,350.976388888889,5,5112.96,"4"
13946,188.146527777778,3,561.57,"4"
13947,0,1,90.6,"2"
13948,0,1,102,"2"
13949,91.9027777777778,6,2427.32,"2"
13950,235.135416666667,4,745.06,"4"
13951,118.056944444444,3,674.45,"2"
13952,20.98125,2,3251.071,"2"
13953,345.232638888889,7,3515.68,"4"
13954,69.0819444444444,2,439.92,"2"
13955,151.204861111111,2,322.96,"2"
13956,266.020138888889,5,1019.27,"4"
13959,283.048611111111,3,594.04,"4"
13960,50.1166666666667,2,230.22,"2"
13962,223.893055555556,2,169.55,"4"
13963,59.2236111111111,4,664.54,"2"
13967,0,1,80.7,"2"
13969,357.81875,18,9024.17,"1"
13971,266.985416666667,8,2758.26,"4"
13972,131.013888888889,2,190.25,"2"
13973,0,1,264.7,"2"
13974,0,1,413.59,"2"
13975,245.041666666667,6,2461.24,"4"
13976,0,1,357.98,"2"
13978,30.8555555555556,2,196.79,"2"
13979,0,1,869.87,"2"
13980,0,1,200.14,"2"
13982,326.102083333333,4,1871.81,"4"
13983,337.019444444444,12,2603.43,"4"
13984,339.861111111111,5,920.51,"4"
13985,260.1375,15,7060.13,"4"
13986,0,1,320.46,"2"
13988,234.935416666667,6,4147.96,"4"
13989,173.755555555556,2,1266.08,"4"
13990,0,1,311.3,"2"
13991,131.138888888889,6,852.88,"2"
13992,0,1,76.8,"2"
13993,287.932638888889,9,3466.36,"4"
13994,144.692361111111,6,2274.14,"4"
13995,230.251388888889,5,1393.69,"4"
13999,351.095138888889,12,3901.81,"4"
14000,0,1,635.66,"2"
14001,327.897916666667,3,2043.08,"4"
14002,22.0388888888889,2,529.73,"2"
14004,245.216666666667,7,4582.64,"4"
14005,206.088888888889,5,2874.72,"4"
14006,196.769444444444,3,962.19,"4"
14009,7.11597222222222,2,695.61,"2"
14012,0,1,328.8,"2"
14013,165.251388888889,3,473.02,"4"
14014,0,1,505.18,"2"
14015,0,1,917.34,"2"
14016,195.880555555556,4,4341.21,"4"
14019,91.7736111111111,3,1421.61,"2"
14020,71.7430555555556,2,642.8,"2"
14021,101.025,3,631.9,"2"
14022,0,1,440,"2"
14023,242.922222222222,2,584.07,"4"
14024,2.91597222222222,2,327.7,"2"
14027,0,1,104.82,"2"
14029,80.9090277777778,2,467.66,"2"
14030,348.025694444444,8,2358.84,"4"
14031,365.027083333333,19,17286.86,"1"
14032,364.1875,11,2975.59,"4"
14034,135.038888888889,3,648.89,"2"
14035,268.885416666667,5,1428.02,"4"
14036,0,1,626.65,"2"
14037,188.095833333333,2,147.2,"4"
14038,128.980555555556,3,1560.38,"2"
14039,0,1,152.2,"2"
14040,290.90625,12,3560.32,"4"
14041,0,1,141.41,"2"
14044,283.018055555556,4,646.42,"4"
14045,264.163194444444,4,1659.75,"4"
14046,0,1,154.99,"2"
14047,364.065277777778,5,1308.61,"4"
14048,0,1,409.93,"2"
14049,301.036805555556,4,5578.72,"4"
14050,74.8430555555556,2,746.36,"2"
14051,365.896527777778,23,15610.39,"1"
14052,0,1,225.36,"2"
14053,35.0875,2,260.25,"2"
14054,0,1,92.46,"2"
14055,0,1,725.64,"2"
14056,282.928472222222,23,8152.71,"1"
14057,336.93125,17,6211.66,"1"
14059,0,1,183.6,"2"
14060,368.0125,19,6140.42,"1"
14062,354.755555555556,12,10464.85,"4"
14064,245.010416666667,5,1334.34,"4"
14066,0,1,152.55,"2"
14067,32.93125,2,374.7,"2"
14068,0,1,265.85,"2"
14071,261.0375,8,1437.57,"4"
14073,0,1,151.04,"2"
14075,256.66875,3,942.26,"4"
14076,0,1,118.67,"2"
14077,233.863194444444,5,499.42,"4"
14078,271.973611111111,6,1049.37,"4"
14079,0,1,375.1,"2"
14080,0,1,45.6,"2"
14081,67.0208333333333,2,921.62,"2"
14082,0,1,182.25,"2"
14083,367.034722222222,9,1002.9,"4"
14085,366.046527777778,18,4421.29,"1"
14087,0,1,191.47,"2"
14088,312.13125,13,50491.81,"1"
14089,0,1,158.75,"2"
14090,0,1,76.32,"2"
14092,350.851388888889,14,4076.91,"4"
14093,0,1,433.86,"2"
14096,97.2694444444444,17,65164.79,"1"
14098,0,1,147.35,"2"
14099,338.110416666667,11,3104.17,"4"
14100,0,1,191.95,"2"
14101,252.971527777778,6,5976.79,"4"
14102,39.1194444444444,5,1105.88,"2"
14104,11.0006944444444,2,216.21,"2"
14105,0,1,1266.23,"2"
14107,312.946527777778,7,2703.23,"4"
14108,70.9645833333333,2,597.91,"2"
14109,0,1,144.2,"2"
14110,263.102083333333,12,5683.15,"4"
14111,227.088888888889,4,692.85,"4"
14112,253.043055555556,7,2915.15,"4"
14113,351.002777777778,4,1840.42,"4"
14114,56.9423611111111,2,386.53,"2"
14116,101.90625,5,1382.74,"2"
14117,0,1,90,"2"
14121,56.0694444444444,4,2780.15,"2"
14124,0,1,419.58,"2"
14125,67.8798611111111,3,2720.63,"2"
14126,2.975,3,706.13,"2"
14127,187.932638888889,3,709.71,"4"
14128,195.049305555556,2,637.5,"4"
14129,259.095833333333,5,1123.86,"4"
14130,0,1,480.91,"2"
14132,181.063194444444,11,3586.03,"4"
14133,186.004861111111,3,605.64,"4"
14135,371.049305555556,15,4690.31,"4"
14138,62.1291666666667,2,965.88,"2"
14139,0,1,415.82,"2"
14140,27.90625,2,935.05,"2"
14141,102.800694444444,4,915.13,"2"
14142,0,1,311.81,"2"
14143,0,1,115.8,"2"
14145,170.964583333333,4,3742.2,"4"
14146,348.768055555556,5,4191,"4"
14147,207.269444444444,2,483.4,"4"
14148,0,1,157.2,"2"
14149,0,1,446.62,"2"
14150,324.000694444444,2,658.64,"4"
14152,158.880555555556,2,621.29,"4"
14154,0.0194444444444444,2,1345.62,"2"
14155,0,1,118.75,"2"
14156,361.9625,55,117210.08,"3"
14157,265.936111111111,2,424.89,"4"
14158,0,1,507.66,"2"
14159,343.054861111111,11,4630.35,"4"
14161,153.932638888889,3,1097.62,"4"
14162,118.961111111111,2,289.36,"2"
14163,151.90625,4,2445.91,"4"
14164,10.0041666666667,2,1631.77,"2"
14165,0,1,120.44,"2"
14167,291.947916666667,4,562.59,"4"
14171,0,1,363.79,"2"
14173,208.910416666667,4,450.84,"4"
14174,0,1,134.46,"2"
14175,269.98125,3,3222.3,"4"
14176,70.0604166666667,4,576.9,"2"
14177,93.1673611111111,4,549.46,"2"
14178,173.965277777778,7,1600.26,"4"
14179,11.9215277777778,2,701.57,"2"
14180,361.908333333333,25,4748.52,"1"
14184,0,1,452.89,"2"
14185,0,1,197.65,"2"
14188,279.957638888889,6,2054.36,"4"
14189,366.175694444444,15,4654.08,"4"
14191,218.953472222222,13,4684.76,"4"
14193,201.913888888889,2,853.39,"4"
14194,303.824305555556,21,11349.52,"1"
14195,50.7354166666667,2,1012,"2"
14196,0,1,335.52,"2"
14198,221.070138888889,4,701.4,"4"
14199,0,1,185.4,"2"
14201,299.001388888889,7,747.44,"4"
14204,0,1,150.61,"2"
14205,247.825,2,466.7,"4"
14206,0,1,328.16,"2"
14208,0,1,151.74,"2"
14209,321.890277777778,6,2073.43,"4"
14210,265.995138888889,6,1905.84,"4"
14211,241.897916666667,9,2241.1,"4"
14212,0,1,1070.48,"2"
14214,246.920138888889,5,1004.38,"4"
14215,356.864583333333,6,1789.72,"4"
14216,34.1701388888889,4,1839.3,"2"
14217,364.934027777778,17,2004.98,"1"
14218,0,1,169.48,"2"
14219,0,1,89.94,"2"
14220,110.795138888889,2,632.4,"2"
14221,296.922916666667,9,3432.8,"4"
14222,0,1,683.17,"2"
14223,171.9,3,991.13,"4"
14224,209.976388888889,4,1009.73,"4"
14226,240.831944444444,5,2214.79,"4"
14227,258.139583333333,10,3350.96,"4"
14229,281.917361111111,3,1547.2,"4"
14231,104.965277777778,3,925.71,"2"
14232,221.934027777778,5,2048.07,"4"
14233,268.132638888889,4,1462.72,"4"
14234,35.1631944444444,4,754.12,"2"
14235,185.051388888889,5,3144.86,"4"
14236,291.6,2,490.86,"4"
14237,0,1,161,"2"
14238,0,1,146.85,"2"
14239,272.996527777778,11,2380.85,"4"
14240,195.086805555556,2,890.34,"4"
14241,0,1,213.7,"2"
14242,91.1201388888889,2,280.55,"2"
14243,357.109722222222,10,2588.77,"4"
14245,43.9159722222222,2,1693.45,"2"
14246,135.142361111111,3,1474.06,"2"
14247,0,1,136.77,"2"
14248,0,1,302.58,"2"
14250,82.0319444444444,3,1904.05,"2"
14251,55.8236111111111,5,2879.7,"2"
14256,104.064583333333,2,969.06,"2"
14257,254.253472222222,5,3099.72,"4"
14258,328.13125,9,12669.98,"4"
14259,0,1,120,"2"
14261,27.9701388888889,2,1163.45,"2"
14262,232.079166666667,8,2618.23,"4"
14264,90.9166666666667,2,333.97,"2"
14265,39.1819444444444,2,530.18,"2"
14267,97.9381944444444,3,1516.24,"2"
14270,0,1,492.65,"2"
14271,0,1,112.32,"2"
14272,180.840972222222,2,437.96,"4"
14273,190.997222222222,4,559.97,"4"
14276,191.004861111111,3,1119.74,"4"
14277,197.070138888889,3,4188,"4"
14280,0,1,134.04,"2"
14282,364.196527777778,15,3701.44,"4"
14284,55.7965277777778,2,595.25,"2"
14285,155.093055555556,4,1910.01,"4"
14286,219.095833333333,3,4628.75,"4"
14287,190.072222222222,3,176.63,"4"
14288,0,1,426.6,"2"
14289,280.965972222222,6,911.26,"4"
14290,350.151388888889,5,2314.65,"4"
14291,273.795833333333,11,3883.25,"4"
14292,275.141666666667,9,4871.93,"4"
14293,365.207638888889,4,1046.56,"4"
14295,0,1,166.2,"2"
14297,257.024305555556,4,1305.33,"4"
14298,352.009027777778,44,51527.3,"1"
14299,357.232638888889,9,3965.62,"4"
14300,0,1,43.2,"2"
14301,0,1,640.14,"2"
14304,0,1,383.45,"2"
14305,64.0520833333333,3,1858.96,"2"
14306,34.1194444444444,2,2093.32,"2"
14307,284.914583333333,6,2995.72,"4"
14309,350.019444444444,9,2352.53,"4"
14311,0,1,310.26,"2"
14312,290.715972222222,6,1611.59,"4"
14314,0,1,120,"2"
14315,221.963194444444,6,2481.13,"4"
14317,0,1,508.58,"2"
14320,126.008333333333,2,477.79,"2"
14321,322.925,5,1530.75,"4"
14323,123.995138888889,2,605.06,"2"
14326,0,1,183.85,"2"
14327,0,1,311.65,"2"
14329,312.088888888889,7,4975.24,"4"
14331,10.91875,2,462.66,"2"
14332,125.05625,3,840.21,"2"
14333,0,1,415.2,"2"
14334,341.683333333333,8,2552.21,"4"
14335,80.0236111111111,2,454.86,"2"
14336,259.786111111111,4,1614.91,"4"
14338,35.0263888888889,2,588.22,"2"
14339,0,1,309.52,"2"
14340,0,1,134.7,"2"
14341,273.078472222222,8,2166.98,"4"
14342,188.979861111111,4,668.56,"4"
14344,241.078472222222,8,889.93,"4"
14345,0,1,108.98,"2"
14346,176.829861111111,2,1021.58,"4"
14348,0,1,409.57,"2"
14349,0,1,133.5,"2"
14350,0,1,282.93,"2"
14351,0,1,51,"2"
14352,116.029861111111,4,1078.96,"2"
14353,0,1,90.6,"2"
14354,24.8305555555556,2,163.62,"2"
14355,0,1,174.4,"2"
14356,1.77430555555556,2,701.23,"2"
14357,0,1,225.12,"2"
14359,68.1763888888889,3,912.18,"2"
14360,62.8847222222222,4,2118.03,"2"
14362,0,1,151.5,"2"
14364,102.920138888889,8,3717.35,"2"
14367,267.963194444444,16,9227.82,"1"
14368,0,1,155,"2"
14371,0,1,100.5,"2"
14373,0,1,76.55,"2"
14375,0,1,235.56,"2"
14377,70.9958333333333,2,617.05,"2"
14379,251.069444444444,2,348.1,"4"
14381,0,1,202.68,"2"
14382,0,1,615.49,"2"
14383,125.232638888889,3,1247.69,"2"
14385,14.1534722222222,3,202.11,"2"
14386,0,1,142.4,"2"
14387,76.9277777777778,3,1727.6,"2"
14388,362.104166666667,8,3212.84,"4"
14389,125.134027777778,2,1043.46,"2"
14390,362.077777777778,9,4642.57,"4"
